order_id,customer_name,sku_id,order_quantity,order_date,promised_dispatch_date,actual_dispatch_date,status,warehouse_zone,delay_days,priority,delay_reason,estimated_delivery_km,delivery_cost,route_id,vehicle_type
ORD-10180,Ajio,SKU-1209,70,2026-04-16,2026-04-21,2026-04-21,Delivered,Z-F,0,Low,,490,1303.24,RT-09,LCV
ORD-10181,Tata Cliq,SKU-1243,179,2026-05-06,2026-05-09,,Cancelled,Z-C,0,Medium,,248,848.92,RT-05,HCV
ORD-10182,Amazon India,SKU-1017,194,2026-04-22,2026-04-23,2026-04-30,Delayed,Z-D,7,Medium,Documentation Error,163,617.24,RT-12,HCV
ORD-10183,Blinkit,SKU-1062,141,2026-04-16,2026-04-18,,Cancelled,Z-G,0,High,,470,1465.19,RT-05,HCV
ORD-10184,Urban Company,SKU-1046,198,2026-05-06,2026-05-09,2026-05-07,Delivered,Z-H,0,Low,,167,687.37,RT-11,HCV
ORD-10185,Tata Cliq,SKU-1017,75,2026-04-16,2026-04-17,2026-04-21,Delayed,Z-H,4,High,Loading Bay Bottleneck,372,1085.59,RT-02,LCV
ORD-10186,Snapdeal,SKU-1133,134,2026-05-11,2026-05-14,2026-05-16,Dispatched,Z-F,2,Medium,,360,956.84,RT-01,HCV
ORD-10187,Snapdeal,SKU-1227,169,2026-05-09,2026-05-10,2026-05-12,Dispatched,Z-E,2,Medium,,299,818.06,RT-03,HCV
ORD-10188,Nykaa,SKU-1264,187,2026-04-19,2026-04-21,2026-04-27,Delayed,Z-G,6,High,Route Blocked,452,1363.79,RT-05,HCV
ORD-10189,Snapdeal,SKU-1167,77,2026-05-07,2026-05-08,2026-05-08,Dispatched,Z-G,0,Medium,,488,1478.67,RT-10,LCV
ORD-10190,Nykaa,SKU-1010,10,2026-04-14,2026-04-19,,Pending,Z-D,24,High,Route Blocked,106,380.45,RT-03,Two Wheeler
ORD-10191,JioMart,SKU-1219,158,2026-05-05,2026-05-07,2026-05-07,Delivered,Z-C,0,Low,,65,216.03,RT-09,HCV
ORD-10192,Tata Cliq,SKU-1232,177,2026-04-28,2026-04-29,2026-04-29,Delivered,Z-D,0,Medium,,152,616.61,RT-07,HCV
ORD-10193,DMart,SKU-1220,57,2026-04-24,2026-04-26,,Cancelled,Z-E,0,Low,,351,974.84,RT-03,LCV
ORD-10194,Tata Cliq,SKU-1074,12,2026-05-04,2026-05-07,2026-05-06,Delivered,Z-D,0,Medium,,303,978.57,RT-08,Two Wheeler
ORD-10195,Amazon India,SKU-1240,39,2026-04-16,2026-04-19,,Cancelled,Z-G,0,Low,,113,510.83,RT-12,Three Wheeler
ORD-10196,Mamaearth,SKU-1131,23,2026-05-10,2026-05-15,2026-05-13,Delivered,Z-D,0,Medium,,470,1313.58,RT-10,Mini Truck
ORD-10197,Amazon India,SKU-1129,134,2026-04-24,2026-04-28,2026-04-28,Dispatched,Z-F,0,High,,500,1523.06,RT-01,HCV
ORD-10198,Boat Lifestyle,SKU-1091,71,2026-05-08,2026-05-13,,Pending,Z-F,0,Medium,Picker Shortage,50,254.33,RT-09,LCV
ORD-10199,Tata Cliq,SKU-1072,71,2026-05-10,2026-05-13,2026-05-11,Delivered,Z-H,0,Medium,,387,1107.65,RT-07,LCV
ORD-10200,Urban Company,SKU-1134,161,2026-04-17,2026-04-20,,Pending,Z-G,23,High,Loading Bay Bottleneck,382,1253.64,RT-03,HCV
ORD-10201,Lenskart,SKU-1225,18,2026-05-07,2026-05-09,2026-05-08,Delivered,Z-A,0,Medium,,138,435.89,RT-08,Three Wheeler
ORD-10202,BigBasket,SKU-1253,15,2026-04-29,2026-05-02,,Cancelled,Z-H,0,Medium,,257,720.62,RT-12,Two Wheeler
ORD-10203,BigBasket,SKU-1178,28,2026-05-07,2026-05-10,2026-05-08,Delivered,Z-E,0,Low,,461,1368.28,RT-04,Mini Truck
ORD-10204,FirstCry,SKU-1292,51,2026-04-30,2026-05-01,2026-05-01,Delivered,Z-B,0,Medium,,18,166.07,RT-11,LCV
ORD-10205,BigBasket,SKU-1201,100,2026-04-25,2026-04-26,2026-04-28,Delayed,Z-A,2,High,Route Blocked,237,799.59,RT-05,LCV
ORD-10206,Mamaearth,SKU-1002,89,2026-05-12,2026-05-17,,Cancelled,Z-F,0,Low,,380,1226.72,RT-10,LCV
ORD-10207,DMart,SKU-1108,17,2026-04-18,2026-04-21,2026-04-19,Dispatched,Z-B,0,Low,,492,1430.57,RT-02,Three Wheeler
ORD-10208,Pharmeasy,SKU-1091,66,2026-04-13,2026-04-17,2026-04-15,Delivered,Z-C,0,Medium,,404,1160.6,RT-11,LCV
ORD-10209,DMart,SKU-1061,81,2026-04-28,2026-05-02,2026-05-05,Delayed,Z-C,3,Medium,Zone Congestion,431,1219.36,RT-04,LCV
ORD-10210,Meesho,SKU-1228,104,2026-04-28,2026-05-01,,Pending,Z-G,12,High,Documentation Error,420,1192.06,RT-03,HCV
ORD-10211,Tata Cliq,SKU-1218,28,2026-05-12,2026-05-17,2026-05-16,Dispatched,Z-D,0,Low,,356,1118.41,RT-08,Mini Truck
ORD-10212,Urban Company,SKU-1239,116,2026-05-11,2026-05-15,2026-05-13,Dispatched,Z-E,0,High,,272,836.93,RT-10,HCV
ORD-10213,Flipkart,SKU-1282,24,2026-04-14,2026-04-15,,Pending,Z-G,28,Medium,Zone Congestion,242,820.21,RT-10,Three Wheeler
ORD-10214,Blinkit,SKU-1130,154,2026-05-11,2026-05-16,2026-05-15,Delivered,Z-C,0,High,,436,1238.24,RT-02,HCV
ORD-10215,Tata Cliq,SKU-1152,85,2026-04-25,2026-04-29,2026-05-03,Delayed,Z-E,4,High,Vehicle Breakdown,99,317.06,RT-10,LCV
ORD-10216,Pharmeasy,SKU-1054,116,2026-04-26,2026-04-27,2026-04-27,Delivered,Z-A,0,High,,340,1019.28,RT-12,HCV
ORD-10217,JioMart,SKU-1249,82,2026-04-24,2026-04-29,2026-04-30,Dispatched,Z-G,1,Medium,,49,203.77,RT-01,LCV
ORD-10218,Myntra,SKU-1057,9,2026-04-21,2026-04-23,,Cancelled,Z-D,0,Medium,,337,928.79,RT-04,Three Wheeler
ORD-10219,Lenskart,SKU-1097,27,2026-05-04,2026-05-08,2026-05-08,Delivered,Z-A,0,High,,90,500.6,RT-12,Three Wheeler
ORD-10220,Meesho,SKU-1241,10,2026-04-16,2026-04-20,,Pending,Z-D,23,Medium,Documentation Error,31,210.96,RT-02,Three Wheeler
ORD-10221,Tata Cliq,SKU-1253,193,2026-04-25,2026-04-30,2026-05-03,Delayed,Z-A,3,High,Route Blocked,267,865.26,RT-10,HCV
ORD-10222,Meesho,SKU-1118,187,2026-05-12,2026-05-17,2026-05-17,Delivered,Z-F,0,Low,,37,209.46,RT-11,HCV
ORD-10223,Tata Cliq,SKU-1242,34,2026-04-28,2026-05-03,,Cancelled,Z-F,0,Medium,,362,1064.06,RT-03,Three Wheeler
ORD-10224,Myntra,SKU-1240,93,2026-04-29,2026-05-01,,Pending,Z-F,12,Low,Route Blocked,72,450.79,RT-12,LCV
ORD-10225,JioMart,SKU-1213,177,2026-04-23,2026-04-26,2026-05-03,Delayed,Z-C,7,High,Weather Disruption,358,1132.31,RT-11,HCV
ORD-10226,Meesho,SKU-1066,49,2026-05-07,2026-05-09,,Pending,Z-B,4,Medium,Route Blocked,160,508.68,RT-09,Mini Truck
ORD-10227,Amazon India,SKU-1183,71,2026-05-02,2026-05-04,2026-05-03,Delivered,Z-B,0,Medium,,225,640.99,RT-04,LCV
ORD-10228,BigBasket,SKU-1287,62,2026-04-28,2026-05-01,,Cancelled,Z-F,0,High,,399,1266.93,RT-05,LCV
ORD-10229,DMart,SKU-1263,159,2026-04-22,2026-04-23,2026-04-27,Delayed,Z-H,4,High,Zone Congestion,426,1255.62,RT-09,HCV
ORD-10230,BigBasket,SKU-1085,166,2026-05-10,2026-05-12,,Cancelled,Z-C,0,Low,,154,612.04,RT-09,HCV
ORD-10231,Meesho,SKU-1050,44,2026-04-23,2026-04-26,2026-04-25,Dispatched,Z-B,0,High,,229,864.91,RT-01,Mini Truck
ORD-10232,Meesho,SKU-1174,78,2026-04-27,2026-04-29,2026-04-29,Delivered,Z-G,0,Medium,,327,1033.75,RT-03,LCV
ORD-10233,FirstCry,SKU-1215,63,2026-05-09,2026-05-13,2026-05-13,Dispatched,Z-H,0,Low,,411,1248.05,RT-01,LCV
ORD-10234,Ajio,SKU-1074,7,2026-04-21,2026-04-26,,Cancelled,Z-B,0,Medium,,166,565.41,RT-03,Three Wheeler
ORD-10235,Flipkart,SKU-1201,199,2026-05-12,2026-05-14,,Cancelled,Z-A,0,Low,,370,1174.77,RT-09,HCV
ORD-10236,Urban Company,SKU-1214,107,2026-04-15,2026-04-20,,Cancelled,Z-F,0,Medium,,9,279.25,RT-09,HCV
ORD-10237,Mamaearth,SKU-1075,184,2026-05-01,2026-05-05,,Pending,Z-H,8,Low,Loading Bay Bottleneck,459,1400.46,RT-11,HCV
ORD-10238,JioMart,SKU-1101,82,2026-05-11,2026-05-12,,Pending,Z-G,1,Low,Picker Shortage,271,975.48,RT-05,LCV
ORD-10239,Myntra,SKU-1047,135,2026-04-26,2026-04-29,,Pending,Z-C,14,High,Stock Unavailable,460,1399.15,RT-10,HCV
ORD-10240,Pharmeasy,SKU-1123,82,2026-04-20,2026-04-24,,Cancelled,Z-B,0,Low,,35,347.9,RT-05,LCV
ORD-10241,FirstCry,SKU-1181,36,2026-05-12,2026-05-13,2026-05-15,Dispatched,Z-A,2,Medium,,178,740.74,RT-12,Mini Truck
ORD-10242,Blinkit,SKU-1153,77,2026-04-22,2026-04-27,2026-05-03,Delayed,Z-G,6,Medium,Vehicle Breakdown,58,276.96,RT-10,LCV
ORD-10243,Myntra,SKU-1184,121,2026-05-10,2026-05-12,2026-05-19,Delayed,Z-G,7,High,Stock Unavailable,222,827.13,RT-08,HCV
ORD-10244,Myntra,SKU-1228,24,2026-05-02,2026-05-07,2026-05-07,Dispatched,Z-G,0,Medium,,304,934.71,RT-07,Three Wheeler
ORD-10245,Meesho,SKU-1213,46,2026-05-09,2026-05-14,2026-05-13,Delivered,Z-C,0,Low,,267,933.32,RT-02,Mini Truck
ORD-10246,Ajio,SKU-1242,13,2026-04-20,2026-04-22,,Cancelled,Z-F,0,High,,313,1045.58,RT-02,Two Wheeler
ORD-10247,Blinkit,SKU-1292,79,2026-05-12,2026-05-17,2026-05-15,Delivered,Z-E,0,Medium,,160,523.5,RT-01,LCV
ORD-10248,DMart,SKU-1072,155,2026-04-30,2026-05-01,,Cancelled,Z-E,0,Medium,,115,383.27,RT-12,HCV
ORD-10249,Meesho,SKU-1001,36,2026-04-26,2026-04-29,2026-04-27,Delivered,Z-G,0,Medium,,298,872.43,RT-08,Three Wheeler
ORD-10250,JioMart,SKU-1243,189,2026-04-17,2026-04-22,2026-04-19,Delivered,Z-H,0,Medium,,346,1027.27,RT-12,HCV
ORD-10251,Swiggy Instamart,SKU-1045,164,2026-04-22,2026-04-27,2026-04-24,Dispatched,Z-G,0,Medium,,281,763.95,RT-11,HCV
ORD-10252,Ajio,SKU-1142,170,2026-05-11,2026-05-13,2026-05-18,Delayed,Z-E,5,Medium,Zone Congestion,334,1024.84,RT-04,HCV
ORD-10253,Mamaearth,SKU-1277,152,2026-04-19,2026-04-20,,Cancelled,Z-D,0,Medium,,262,929.22,RT-02,HCV
ORD-10254,Lenskart,SKU-1092,9,2026-05-05,2026-05-07,2026-05-07,Delivered,Z-B,0,Low,,315,917.61,RT-10,Two Wheeler
ORD-10255,Meesho,SKU-1011,92,2026-04-30,2026-05-02,2026-05-03,Dispatched,Z-G,1,Medium,,51,206.16,RT-02,LCV
ORD-10256,Lenskart,SKU-1086,78,2026-05-09,2026-05-11,2026-05-10,Delivered,Z-C,0,Medium,,492,1381.82,RT-03,LCV
ORD-10257,Flipkart,SKU-1166,51,2026-05-13,2026-05-14,2026-05-14,Delivered,Z-F,0,High,,216,813.25,RT-05,LCV
ORD-10258,JioMart,SKU-1061,18,2026-05-07,2026-05-09,2026-05-14,Delayed,Z-D,5,Medium,Documentation Error,491,1306.27,RT-01,Three Wheeler
ORD-10259,Ajio,SKU-1283,109,2026-05-11,2026-05-15,2026-05-13,Delivered,Z-A,0,Medium,,288,1010.87,RT-11,HCV
ORD-10260,BigBasket,SKU-1126,200,2026-04-26,2026-04-28,2026-04-30,Dispatched,Z-H,2,High,,438,1303.95,RT-04,HCV
ORD-10261,DMart,SKU-1191,143,2026-05-08,2026-05-10,,Pending,Z-G,3,Low,Route Blocked,26,115.25,RT-08,HCV
ORD-10262,Mamaearth,SKU-1148,172,2026-05-08,2026-05-09,2026-05-09,Delivered,Z-E,0,Low,,133,592.37,RT-07,HCV
ORD-10263,Blinkit,SKU-1108,154,2026-04-17,2026-04-22,2026-04-19,Delivered,Z-B,0,Medium,,50,273.83,RT-02,HCV
ORD-10264,DMart,SKU-1284,76,2026-04-15,2026-04-19,2026-04-18,Delivered,Z-F,0,Low,,138,639.91,RT-12,LCV
ORD-10265,Ajio,SKU-1139,67,2026-04-22,2026-04-25,2026-04-26,Dispatched,Z-F,1,High,,472,1402.96,RT-11,LCV
ORD-10266,Amazon India,SKU-1243,6,2026-04-15,2026-04-16,2026-04-20,Delayed,Z-H,4,Medium,Zone Congestion,408,1289.18,RT-11,Two Wheeler
ORD-10267,Lenskart,SKU-1015,176,2026-04-29,2026-04-30,2026-05-01,Dispatched,Z-F,1,Medium,,95,497.29,RT-12,HCV
ORD-10268,Amazon India,SKU-1063,123,2026-05-02,2026-05-04,2026-05-04,Dispatched,Z-A,0,Medium,,353,1162.85,RT-06,HCV
ORD-10269,Myntra,SKU-1046,162,2026-04-23,2026-04-26,2026-04-28,Delayed,Z-D,2,High,Stock Unavailable,148,543.21,RT-12,HCV
ORD-10270,Mamaearth,SKU-1107,6,2026-05-07,2026-05-11,2026-05-10,Delivered,Z-H,0,High,,287,815.94,RT-12,Two Wheeler
ORD-10271,Reliance Retail,SKU-1065,195,2026-05-11,2026-05-13,2026-05-12,Delivered,Z-E,0,High,,439,1316.99,RT-12,HCV
ORD-10272,Lenskart,SKU-1129,179,2026-04-26,2026-04-30,2026-04-30,Delivered,Z-A,0,Medium,,226,826.09,RT-07,HCV
ORD-10273,Pharmeasy,SKU-1062,179,2026-04-27,2026-05-01,,Pending,Z-A,12,Low,Vehicle Breakdown,29,191.98,RT-07,HCV
ORD-10274,Lenskart,SKU-1229,85,2026-05-13,2026-05-17,2026-05-14,Delivered,Z-A,0,Low,,120,594.52,RT-07,LCV
ORD-10275,Reliance Retail,SKU-1127,55,2026-05-08,2026-05-11,2026-05-09,Dispatched,Z-A,0,Medium,,226,817.01,RT-10,LCV
ORD-10276,Swiggy Instamart,SKU-1128,68,2026-05-10,2026-05-14,2026-05-13,Delivered,Z-A,0,Medium,,271,926.03,RT-02,LCV
ORD-10277,Mamaearth,SKU-1224,200,2026-05-10,2026-05-14,,Pending,Z-B,0,High,Stock Unavailable,198,623.32,RT-12,HCV
ORD-10278,Reliance Retail,SKU-1065,20,2026-04-14,2026-04-18,2026-04-18,Delivered,Z-B,0,High,,351,941.45,RT-01,Three Wheeler
ORD-10279,JioMart,SKU-1205,29,2026-04-24,2026-04-28,2026-04-25,Delivered,Z-H,0,Medium,,242,853.79,RT-10,Mini Truck
ORD-10280,Swiggy Instamart,SKU-1013,121,2026-04-27,2026-04-30,,Pending,Z-B,13,High,Stock Unavailable,309,1000.82,RT-10,HCV
ORD-10281,Myntra,SKU-1293,37,2026-04-23,2026-04-28,2026-04-27,Delivered,Z-H,0,Low,,322,966.16,RT-04,Mini Truck
ORD-10282,Flipkart,SKU-1030,37,2026-05-04,2026-05-09,2026-05-10,Dispatched,Z-F,1,Medium,,303,1028.81,RT-03,Mini Truck
ORD-10283,Meesho,SKU-1158,159,2026-05-03,2026-05-06,2026-05-04,Dispatched,Z-C,0,High,,126,491.78,RT-09,HCV
ORD-10284,Flipkart,SKU-1216,93,2026-05-07,2026-05-09,,Pending,Z-D,4,High,Loading Bay Bottleneck,101,469.47,RT-12,LCV
ORD-10285,Ajio,SKU-1169,153,2026-04-25,2026-04-28,,Pending,Z-G,15,Medium,Picker Shortage,58,308.58,RT-01,HCV
ORD-10286,Meesho,SKU-1112,5,2026-04-23,2026-04-25,2026-04-29,Delayed,Z-D,4,High,Loading Bay Bottleneck,418,1280.02,RT-04,Three Wheeler
ORD-10287,Snapdeal,SKU-1003,97,2026-05-13,2026-05-14,2026-05-16,Dispatched,Z-B,2,High,,153,542.6,RT-11,LCV
ORD-10288,Boat Lifestyle,SKU-1184,16,2026-05-13,2026-05-15,2026-05-14,Delivered,Z-D,0,Medium,,373,1026.07,RT-09,Two Wheeler
ORD-10289,Snapdeal,SKU-1100,10,2026-05-08,2026-05-11,,Cancelled,Z-A,0,Low,,75,332.23,RT-02,Three Wheeler
ORD-10290,Myntra,SKU-1156,121,2026-05-06,2026-05-09,2026-05-15,Delayed,Z-C,6,Medium,Documentation Error,454,1362.74,RT-02,HCV
ORD-10291,DMart,SKU-1066,53,2026-05-07,2026-05-12,2026-05-10,Dispatched,Z-F,0,Low,,224,854.25,RT-04,LCV
ORD-10292,Flipkart,SKU-1096,142,2026-05-04,2026-05-06,2026-05-05,Dispatched,Z-E,0,High,,440,1277.07,RT-10,HCV
ORD-10293,Meesho,SKU-1107,191,2026-05-11,2026-05-15,2026-05-20,Delayed,Z-B,5,Medium,Documentation Error,389,1243.11,RT-09,HCV
ORD-10294,Blinkit,SKU-1255,137,2026-04-29,2026-05-01,2026-05-02,Dispatched,Z-H,1,Low,,494,1408.7,RT-05,HCV
ORD-10295,Boat Lifestyle,SKU-1205,168,2026-04-14,2026-04-19,,Pending,Z-D,24,High,Vehicle Breakdown,236,855.79,RT-07,HCV
ORD-10296,Myntra,SKU-1156,113,2026-04-15,2026-04-19,,Pending,Z-F,24,Medium,Zone Congestion,73,420.41,RT-05,HCV
ORD-10297,Ajio,SKU-1265,95,2026-05-06,2026-05-11,2026-05-11,Delivered,Z-F,0,Medium,,235,754.39,RT-07,LCV
ORD-10298,Blinkit,SKU-1254,86,2026-05-05,2026-05-09,2026-05-09,Delivered,Z-D,0,Medium,,335,906.47,RT-02,LCV
ORD-10299,Urban Company,SKU-1256,136,2026-04-26,2026-04-27,2026-04-29,Delayed,Z-B,2,High,Loading Bay Bottleneck,24,246.51,RT-06,HCV
ORD-10300,Myntra,SKU-1168,69,2026-05-04,2026-05-07,2026-05-07,Delivered,Z-C,0,Low,,383,1143.28,RT-05,LCV
ORD-10301,Amazon India,SKU-1153,77,2026-04-17,2026-04-20,2026-04-24,Delayed,Z-G,4,Medium,Stock Unavailable,246,828.52,RT-03,LCV
ORD-10302,JioMart,SKU-1116,63,2026-04-20,2026-04-22,,Pending,Z-H,21,Low,Route Blocked,179,695.48,RT-06,LCV
ORD-10303,Myntra,SKU-1219,183,2026-04-30,2026-05-02,2026-05-01,Dispatched,Z-F,0,High,,300,1018.44,RT-05,HCV
ORD-10304,Amazon India,SKU-1255,173,2026-04-17,2026-04-20,2026-04-21,Dispatched,Z-G,1,Low,,390,1125.84,RT-12,HCV
ORD-10305,Lenskart,SKU-1153,88,2026-04-25,2026-04-26,,Pending,Z-A,17,High,Picker Shortage,492,1528.56,RT-10,LCV
ORD-10306,Mamaearth,SKU-1293,105,2026-05-01,2026-05-03,,Cancelled,Z-B,0,Low,,202,602.08,RT-02,HCV
ORD-10307,Swiggy Instamart,SKU-1291,120,2026-04-23,2026-04-26,2026-04-24,Delivered,Z-C,0,High,,428,1292.26,RT-08,HCV
ORD-10308,Amazon India,SKU-1095,55,2026-05-11,2026-05-15,2026-05-13,Delivered,Z-E,0,Low,,273,749.99,RT-01,LCV
ORD-10309,Blinkit,SKU-1265,7,2026-05-08,2026-05-11,,Cancelled,Z-G,0,Medium,,85,509.9,RT-03,Three Wheeler
ORD-10310,Meesho,SKU-1035,104,2026-04-13,2026-04-15,2026-04-14,Delivered,Z-E,0,Medium,,423,1284.92,RT-08,HCV
ORD-10311,Snapdeal,SKU-1294,84,2026-04-25,2026-04-27,,Pending,Z-H,16,Medium,Vehicle Breakdown,8,317.77,RT-08,LCV
ORD-10312,Reliance Retail,SKU-1204,159,2026-04-18,2026-04-20,,Pending,Z-H,23,Medium,Route Blocked,299,807.27,RT-02,HCV
ORD-10313,Urban Company,SKU-1233,93,2026-04-21,2026-04-24,2026-04-23,Dispatched,Z-G,0,High,,96,514.99,RT-12,LCV
ORD-10314,Tata Cliq,SKU-1234,103,2026-04-14,2026-04-16,2026-04-17,Delayed,Z-G,1,High,Vehicle Breakdown,458,1412.63,RT-05,HCV
ORD-10315,Lenskart,SKU-1149,175,2026-04-14,2026-04-15,2026-04-21,Delayed,Z-D,6,High,Zone Congestion,193,551.63,RT-02,HCV
ORD-10316,FirstCry,SKU-1166,109,2026-04-29,2026-05-01,2026-04-30,Delivered,Z-H,0,High,,42,314.72,RT-11,HCV
ORD-10317,Ajio,SKU-1195,92,2026-04-20,2026-04-24,,Cancelled,Z-G,0,High,,10,137.65,RT-12,LCV
ORD-10318,DMart,SKU-1167,176,2026-04-20,2026-04-24,,Pending,Z-B,19,High,Vehicle Breakdown,370,1212.5,RT-03,HCV
ORD-10319,Meesho,SKU-1142,46,2026-05-08,2026-05-09,,Pending,Z-C,4,Medium,Zone Congestion,278,930.36,RT-03,Mini Truck
ORD-10320,Amazon India,SKU-1139,44,2026-04-29,2026-05-02,2026-05-02,Delivered,Z-A,0,Low,,277,796.54,RT-12,Mini Truck
ORD-10321,FirstCry,SKU-1052,104,2026-04-21,2026-04-24,2026-04-26,Dispatched,Z-A,2,High,,400,1144.35,RT-04,HCV
ORD-10322,Nykaa,SKU-1191,66,2026-05-07,2026-05-08,2026-05-08,Delivered,Z-A,0,Medium,,425,1160.54,RT-11,LCV
ORD-10323,Reliance Retail,SKU-1112,29,2026-04-18,2026-04-20,2026-04-21,Delayed,Z-G,1,High,Loading Bay Bottleneck,170,615.51,RT-04,Mini Truck
ORD-10324,Lenskart,SKU-1202,114,2026-05-10,2026-05-12,2026-05-12,Delivered,Z-F,0,High,,12,180.53,RT-06,HCV
ORD-10325,Amazon India,SKU-1199,59,2026-04-29,2026-05-01,2026-05-01,Delivered,Z-F,0,High,,39,368.87,RT-07,LCV
ORD-10326,Urban Company,SKU-1255,31,2026-04-21,2026-04-26,2026-05-03,Delayed,Z-C,7,High,Loading Bay Bottleneck,328,1044.08,RT-11,Mini Truck
ORD-10327,Swiggy Instamart,SKU-1089,167,2026-04-19,2026-04-22,,Cancelled,Z-H,0,High,,176,494.41,RT-10,HCV
ORD-10328,Ajio,SKU-1195,135,2026-04-23,2026-04-25,,Pending,Z-A,18,High,Stock Unavailable,320,1039.74,RT-02,HCV
ORD-10329,Urban Company,SKU-1121,193,2026-04-30,2026-05-02,,Pending,Z-A,11,High,Loading Bay Bottleneck,260,774.15,RT-03,HCV
ORD-10330,JioMart,SKU-1104,169,2026-05-12,2026-05-14,,Cancelled,Z-H,0,Low,,454,1267.17,RT-05,HCV
ORD-10331,Swiggy Instamart,SKU-1020,138,2026-04-18,2026-04-22,,Pending,Z-E,21,High,Vehicle Breakdown,438,1328.22,RT-06,HCV
ORD-10332,Nykaa,SKU-1105,143,2026-05-12,2026-05-14,2026-05-20,Delayed,Z-D,6,High,Loading Bay Bottleneck,98,405.59,RT-01,HCV
ORD-10333,Reliance Retail,SKU-1251,22,2026-04-13,2026-04-15,2026-04-14,Delivered,Z-D,0,High,,51,220.92,RT-09,Mini Truck
ORD-10334,Nykaa,SKU-1259,25,2026-04-30,2026-05-04,2026-05-06,Dispatched,Z-D,2,High,,222,649.11,RT-04,Three Wheeler
ORD-10335,Urban Company,SKU-1295,119,2026-04-13,2026-04-15,2026-04-15,Delivered,Z-B,0,Medium,,208,664.43,RT-08,HCV
ORD-10336,Ajio,SKU-1216,134,2026-04-24,2026-04-28,2026-05-05,Delayed,Z-H,7,High,Documentation Error,442,1175.81,RT-05,HCV
ORD-10337,Mamaearth,SKU-1275,44,2026-04-26,2026-04-28,2026-04-28,Delivered,Z-E,0,Medium,,150,518.79,RT-10,Three Wheeler
ORD-10338,Reliance Retail,SKU-1170,39,2026-04-21,2026-04-25,2026-04-23,Delivered,Z-A,0,High,,446,1290.17,RT-12,Three Wheeler
ORD-10339,Meesho,SKU-1207,111,2026-04-13,2026-04-17,,Cancelled,Z-F,0,Medium,,255,764.45,RT-10,HCV
ORD-10340,Reliance Retail,SKU-1209,14,2026-04-14,2026-04-15,2026-04-17,Dispatched,Z-C,2,High,,395,1146.57,RT-05,Three Wheeler
ORD-10341,FirstCry,SKU-1250,167,2026-04-21,2026-04-24,2026-04-30,Delayed,Z-G,6,Medium,Vehicle Breakdown,129,491.93,RT-06,HCV
ORD-10342,Amazon India,SKU-1075,71,2026-04-24,2026-04-28,,Cancelled,Z-C,0,Medium,,131,528.04,RT-11,LCV
ORD-10343,Snapdeal,SKU-1006,34,2026-04-19,2026-04-20,,Pending,Z-G,23,Medium,Zone Congestion,270,952.49,RT-07,Mini Truck
ORD-10344,Tata Cliq,SKU-1129,182,2026-05-04,2026-05-09,,Cancelled,Z-G,0,Low,,162,638.48,RT-12,HCV
ORD-10345,Reliance Retail,SKU-1055,167,2026-04-25,2026-04-28,2026-05-01,Delayed,Z-D,3,High,Weather Disruption,8,316.76,RT-08,HCV
ORD-10346,Amazon India,SKU-1049,22,2026-04-19,2026-04-23,,Pending,Z-E,20,Low,Documentation Error,92,324.1,RT-03,Mini Truck
ORD-10347,Myntra,SKU-1249,51,2026-04-27,2026-04-28,,Pending,Z-D,15,High,Vehicle Breakdown,35,324.98,RT-04,LCV
ORD-10348,Pharmeasy,SKU-1209,117,2026-04-23,2026-04-28,2026-04-25,Delivered,Z-B,0,Medium,,48,264.43,RT-05,HCV
ORD-10349,Reliance Retail,SKU-1175,12,2026-04-25,2026-04-27,,Pending,Z-B,16,High,Stock Unavailable,141,590.45,RT-01,Two Wheeler
ORD-10350,BigBasket,SKU-1108,138,2026-04-18,2026-04-19,2026-04-21,Dispatched,Z-E,2,Medium,,247,856.73,RT-10,HCV
ORD-10351,Tata Cliq,SKU-1172,99,2026-04-22,2026-04-25,,Cancelled,Z-D,0,Medium,,345,1012.12,RT-10,LCV
ORD-10352,Flipkart,SKU-1182,89,2026-04-18,2026-04-19,2026-04-19,Delivered,Z-C,0,High,,313,863.22,RT-09,LCV
ORD-10353,Pharmeasy,SKU-1127,99,2026-04-29,2026-05-04,2026-05-11,Delayed,Z-H,7,High,Vehicle Breakdown,6,311.55,RT-06,LCV
ORD-10354,Amazon India,SKU-1184,16,2026-04-18,2026-04-21,2026-04-23,Delayed,Z-H,2,Medium,Zone Congestion,183,614.48,RT-08,Two Wheeler
ORD-10355,JioMart,SKU-1150,160,2026-05-07,2026-05-09,,Cancelled,Z-A,0,High,,259,896.71,RT-05,HCV
ORD-10356,Lenskart,SKU-1239,48,2026-04-15,2026-04-19,,Cancelled,Z-H,0,Low,,281,812.73,RT-04,Mini Truck
ORD-10357,Reliance Retail,SKU-1054,116,2026-04-21,2026-04-22,2026-04-22,Delivered,Z-G,0,Medium,,117,522.29,RT-11,HCV
ORD-10358,Meesho,SKU-1063,175,2026-05-09,2026-05-14,,Pending,Z-H,0,High,Loading Bay Bottleneck,451,1233.45,RT-10,HCV
ORD-10359,Mamaearth,SKU-1033,169,2026-05-03,2026-05-07,,Cancelled,Z-G,0,Low,,333,1078.77,RT-07,HCV
ORD-10360,Nykaa,SKU-1114,71,2026-05-10,2026-05-13,2026-05-11,Delivered,Z-F,0,Low,,308,1054.3,RT-12,LCV
